阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
逞奇眩异	cheng'qi'xuan'yi	炫耀奇异。
逞强称能	cheng'qiang'cheng'neng	炫耀卖弄自己的才能和本事。
逞强好胜	cheng'qiang'hao'sheng	谓显示自己能力强并想胜过别人。
逞心如意	cheng'xin'ru'yi	又作：称心如意。
逞妍斗色	cheng'yan'dou'se	形容花兒盛开，竞相逞美。
逞异夸能	cheng'yi'kua'neng	施展奇异本事，夸耀能力高强。
骋耆奔欲	cheng'qi'ben'yu	谓随自己的嗜欲而奔走求取。
骋嗜奔欲	cheng'shi'ben'yu	见“骋耆奔欲”。
秤不离铊	cheng'bu'li'ta	秤和砣原为一整套衡具，喻事物之相联系者不可使其分离。
秤薪量水	cheng'xin'liang'shui	谓勤俭持家。
吃喝玩乐	chi'he'wan'le	谓过恣意享乐的生活。
吃惊受怕	chi'jing'shou'pa	受惊骇。
吃里扒外	chi'li'ba'wai	见“吃里爬外”。
吃里爬外	chi'li'pa'wai	亦作“吃里扒外”。比喻受这一方好处，却暗为另一方效劳。
吃一堑，长一智	chi'yi'qian'-'chang'yi'zhi	智】	受一次挫折，长一分见识。堑，壕沟，比喻挫折、教训。
鸱目虎吻	chi'mu'hu'wen	如鸱之目，如虎之口。奸狠凶恶貌。
鸱视虎顾	chi'shi'hu'gu	见“鸱视狼顾”。
鸱视狼顾	chi'shi'lang'gu	①如鸱鸟举首而视，如狼反顾。②形容人的凶狠贪戾。
鸱张门户	chi'zhang'men'hu	树立门户，标榜门庭。
鸱张鼠伏	chi'zhang'shu'fu	比喻时而嚣张，时而隐蔽。
鸱张蚁聚	chi'zhang'yi'ju	喻指如鸱嚣张，如蚁聚集。
鸱张鱼烂	chi'zhang'yu'lan	《旧唐书·僖宗纪》：“初则狐假鸱张，自谓骁雄莫敌；旋则鸟焚鱼烂，无非破败而终。”后以“鸱张鱼烂”比喻外表嚣张，内则溃烂而自行覆灭。
嗤之以鼻	chi'zhi'yi'bi	用鼻子吭气，表示看不起。
痴男騃女	chi'nan'si'nv	又作：痴兒騃女。
痴男怨女	chi'nan'yuan'nv	谓沉迷于爱情而有怨恨的男女。
痴人说梦	chi'ren'shuo'meng	语本《五灯会元·龙门远禅师法嗣·乌巨道行禅师》：“祖师西来，直指人心，见性成佛。痴人面前，不得不梦。”后以“痴人说梦”指凭妄想说不可靠或根本办不到的话。
痴鼠拖姜	chi'shu'tuo'jiang	比喻不聪明的人自找麻烦。
痴思妄想	chi'si'wang'xiang	又作：痴心妄想。
痴心妄想	chi'xin'wang'xiang	谓一心抱着不切实际的想法。
痴云腻雨	chi'yun'ni'yu	见“痴云騃雨”。
痴云騃雨	chi'yun'si'yu	形容男女沉迷恋情。
絺辞绘句	chi'ci'hui'ju	同“絺句绘章”。
絺绘章句	chi'hui'zhang'ju	同“絺句绘章”。
絺句绘章	chi'ju'hui'zhang	雕琢文辞，修饰章句。
絺章绘句	chi'zhang'hui'ju	同“絺句绘章”。
絺章饰句	chi'zhang'shi'ju	同“絺句绘章”。
螭鬽魍魉	chi'mei'wang'liang	见“螭魅罔两”。
螭魅罔两	chi'mei'wang'liang	亦作“螭魅魍魉”。亦作“螭鬽魍魉”。传说中川泽山林的妖怪。后用以比喻形形色色的坏人。螭，通“魑”。
螭魅魍魉	chi'mei'wang'liang	见“螭魅罔两”。
螭盘虎踞	chi'pan'hu'ju	犹虎踞龙盘。
魑魅罔两	chi'mei'wang'liang	见“魑魅魍魉”。
魑魅魍魉	chi'mei'wang'liang	害人的鬼怪的统称。
池酒林胾	chi'jiu'lin'zi	《史记·殷本纪》：“扞帝纣呴大冣乐戏於沙丘，以酒为池，县肉为林，使男女倮相逐其閒，为长夜之饮。”后遂以“池酒林胾”形容酒肉极多，生活奢侈。
池鱼幕燕	chi'yu'mu'yan	比喻处境危险极易遭殃的人。
池鱼堂燕	chi'yu'tang'yan	比喻无辜受祸。
池鱼之祸	chi'yu'zhi'huo	见“池鱼之殃”。
池鱼之虑	chi'yu'zhi'lv	谓担忧无端受累遭灾。
池鱼之殃	chi'yu'zhi'yang	《太平广记》卷四六六引汉应劭《风俗通》：“城门失火，祸及池鱼。旧说：池仲鱼，人姓字也，居宋城门，城门失火，延及其家，仲鱼烧死。又云：宋城门失火，人汲取池中水，以沃灌之。池中空竭，鱼悉露死。喻恶之滋，并伤良谨也。”后以“池鱼之殃”喻因牵连而无端遭到的灾祸。
驰风骋雨	chi'feng'cheng'yu	又作：乘风驾雨。
驰高鹜远	chi'gao'wu'yuan	又作：好高骛远。
驰魂宕魄	chi'hun'dang'po	形容振撼心灵。
驰魂夺魄	chi'hun'duo'po	见“驰魂宕魄”。
驰声走誉	chi'sheng'zou'yu	名声传扬。
驰志伊吾	chi'zhi'yi'wu	《后汉书·臧宫传论》：“臧宫、马武之徒，抚鸣剑而抵掌，志驰於伊吾之北矣。”伊吾，今新疆哈密。后因以“驰志伊吾”表示向往在边塞建功立业。
迟徊不决	chi'huai'bu'jue	又作：迟疑不决。
迟徊观望	chi'huai'guan'wang	又作：迟疑观望。
迟回观望	chi'hui'guan'wang	同“迟疑观望”。
迟眉钝眼	chi'mei'dun'yan	谓眼神呆滞，不灵活。
迟日旷久	chi'ri'kuang'jiu	又作：旷日持久。
迟疑不定	chi'yi'bu'ding	又作：迟疑不决。
迟疑不断	chi'yi'bu'duan	又作：迟疑不决。
迟疑不决	chi'yi'bu'jue	犹豫疑惑，不能决定。决，亦写作“决”。
迟疑顾望	chi'yi'gu'wang	又作：迟疑观望。
迟疑观望	chi'yi'guan'wang	谓犹豫等待，不作决定。
迟疑未决	chi'yi'wei'jue	又作：迟疑不决。
持螯把酒	chi'ao'ba'jiu	南朝宋刘义庆《世说新语·任诞》载：晋代嗜酒的毕卓曾说：一手拿着蟹螯，一手捧着酒杯，便足以了一生。因以“持螯把酒”形容秋季吃蟹饮酒之乐。
持筹握算	chi'chou'wo'suan	计算；精打细算。
持戈试马	chi'ge'shi'ma	比喻作好准备，跃跃欲试。
持衡拥璇	chi'heng'yong'xuan	比喻执掌权柄。璇、衡，北斗七星中的二星名。
持禄养交	chi'lu'yang'jiao	谓结交权贵以保持禄位。
持满戒盈	chi'man'jie'ying	端盛满之水而留心不外溢。比喻居高位而能警戒自己不骄傲自满。
持平之论	chi'ping'zhi'lun	谓公正合理的议论和意见。
持权合变	chi'quan'he'bian	以权宜之计适应已经变化的局面。
持人长短	chi'ren'chang'duan	谓抓住他人的缺点过失作为把柄，加以攻击。
持橐簪笔	chi'tuo'zan'bi	谓侍从之臣携带书和笔，以备顾问。
持危扶颠	chi'wei'fu'dian	扶持危殆局面。语本《论语·季氏》：“危而不持，颠而不扶。”
持盈保泰	chi'ying'bao'tai	谓处在极盛时要谦逊谨慎以保持平安。
持盈守成	chi'ying'shou'cheng	保持已成的盛业。
持正不阿	chi'zheng'bu'a	持守公正正派，不迎合阿谀。
持之以恆	chi'zhi'yi'heng	亦作“持之以忄互”。谓有恆心，长期坚持下去。
持之以忄互	chi'zhi'yi'xin'hu		见“持之以恆”。
持之有故	chi'zhi'you'gu	谓立论有根据。
尺板斗食	chi'ban'dou'shi	旧时形容小官位低禄少。
尺兵寸铁	chi'bing'cun'tie	比喻微小的武力。
尺波电谢	chi'bo'dian'xie	谓人世短促，如波逝电闪。
尺布斗粟	chi'bu'dou'su	汉文帝弟淮南王刘长谋反，事败被废，徙居蜀郡严道县，途中不食而死。民间为此作歌谓：“一尺布，尚可缝；一斗粟，尚可舂。兄弟二人不能相容。”事见《史记·淮南衡山列传》。后多以“尺布斗粟”讥兄弟不和。
尺步绳趋	chi'bu'sheng'qu	谓行有准绳，循法度。
尺寸千里	chi'cun'qian'li	形容登高所见，千里远景，如在尺寸之间。
尺短寸长	chi'duan'cun'chang	见“尺有所短，寸有所长”。
尺二秀才	chi'er'xiu'cai	旧时用以讥讽写俗字的书生。“尺二”即指当时“尽”字的俗体“尽”字。
尺二冤家	chi'er'yuan'jia	指众多的求书画者。尺二，指卷轴高度。
尺幅寸缣	chi'fu'cun'jian	指小幅书画。
尺籍伍符	chi'ji'wu'fu	指记载军令、军功的簿籍和军士中各伍互相作保的守则。
尺山寸水	chi'shan'cun'shui	每一小塊山水。
尺水丈波	chi'shui'zhang'bo	比喻因小事而引起大风波。语本唐孟郊《君子勿郁郁士有谤毁者作诗以赠之》之一：“须知一尺水，日夜增高波。”
尺有所短	chi'you'suo'duan	比喻事物有其短处，并非在所有的情况下都是合适的。
尺瑜寸瑕	chi'yu'cun'xia	大塊美玉而小有疵病。比喻良才而有小缺点。
尺竹伍符	chi'zhu'wu'fu	本指记载军令、军功的簿籍和军士中各伍互相作保的守则。亦借指军队。
侈侈不休	chi'chi'bu'xiu	说话没完没了；唠叨。
侈恩席宠	chi'en'xi'chong	张扬恩遇凭恃宠幸。
侈丽闳衍	chi'li'hong'yan	华丽繁富。多用以指文辞。
侈人观听	chi'ren'guan'ting	谓加强人们在观感听觉上的印象。
侈衣美食	chi'yi'mei'shi	侈衣，华美的衣服；美食，鲜美的食物。言衣食俱精。
侈纵偷苟	chi'zong'tou'gou	奢侈放纵，苟且偷生。
齿白脣红	chi'bai'chun'hong	形容年轻美貌。
齿弊舌存	chi'bi'she'cun	谓刚者易折，柔者难毁。语本汉刘向《说苑·敬慎》：“老子曰：‘夫舌之存也，岂非以其柔耶？齿之亡也，岂非以其刚耶？’”
齿甘乘肥	chi'gan'cheng'fei	食美味，骑骏马。形容生活豪奢。
齿过肩随	chi'guo'jian'sui	谓尊礼长者。
齿豁头童	chi'huo'tou'tong	齿缺发秃。指老态。
齿颊挂人	chi'jia'gua'ren	谓为人们所称道。
齿颊生香	chi'jia'sheng'xiang	嘴边觉有香气生出。形容谈及之事使人产生美感。
齿剑如归	chi'jian'ru'gui	又作：视死如归。
齿落舌钝	chi'luo'she'dun	年老掉齿，说话不清楚。
齿如编贝	chi'ru'bian'bei	同“齿如齐贝”。
齿如含贝	chi'ru'han'bei	同“齿如齐贝”。
齿如齐贝	chi'ru'qi'bei	形容牙齿整齐洁白。贝，白色螺壳。
齿若编贝	chi'ruo'bian'bei	同“齿如齐贝”。
齿少气锐	chi'shao'qi'rui	见“齿少心锐”。
齿少心锐	chi'shao'xin'rui	年轻气盛，锐意进取。
齿危发秀	chi'wei'fa'xiu	年高眉秀。
齿牙为猾	chi'ya'wei'hua	谓谗言造成灾祸。
齿牙为祸	chi'ya'wei'huo	见“齿牙为猾”。
齿牙馀惠	chi'ya'yu'hui	谓帮人说好话。
齿牙馀慧	chi'ya'yu'hui	见“齿牙馀惠”。
齿牙馀论	chi'ya'yu'lun	随口称誉的话。
齿牙之猾	chi'ya'zhi'hua	见“齿牙为猾”。
耻居王后	chi'ju'wang'hou	《新唐书·文艺传上·王勃》：“勃与杨烱、卢照邻、骆宾王皆以文章齐名，天下称‘王、杨、卢、骆’，号‘四杰’。烱尝曰：‘吾窆碓诼前，耻居王后。’议者谓然。”后因以“耻居王后”指在文名上耻于处在不及己者之后。
耻与哙伍	chi'yu'kuai'wu	汉初，韩信由楚王降封为淮阴侯，日夜怨望。有一次，他顺便去看望樊哙，樊哙跪拜送迎。出来后，韩信笑着说：“生乃与哙等为伍。”见《史记·淮阴侯列传》。后以“耻与哙伍”指不愿与粗鄙庸碌之人为伍。
叱嗟风云	chi'jie'feng'yun	同“叱咤风云”。
叱咤风云	chi'zha'feng'yun	形容声势、威力极大。
赤膊上阵	chi'bo'shang'zhen	①不穿盔甲，裸露上身出阵交战。比喻不顾一切，勇猛战斗。②比喻坏人撕去伪装，公然做坏事。
赤胆忠肝	chi'dan'zhong'gan	见“赤胆忠心”。
赤胆忠心	chi'dan'zhong'xin	形容极其忠诚。
赤地千里	chi'di'qian'li	形容灾荒严重或战乱频仍，大片土地寸草不生或荒无人烟。
赤口白舌	chi'kou'bai'she	①古代迷信谓主口舌争讼的恶神。旧俗多于端午节书帖悬门以禳之。②平白无故。
赤口烧城	chi'kou'shao'cheng	见“赤舌烧城”。
赤舌烧城	chi'she'shao'cheng	比喻谗言为害极其严重。
赤身露体	chi'shen'lu'ti	光着身体。
赤身裸体	chi'shen'luo'ti	见“赤身露体”。
赤手空拳	chi'shou'kong'quan	两手空空，一无所有。
赤手起家	chi'shou'qi'jia	形容在条件很差的情况下创立起一番家业。
赤体上阵	chi'ti'shang'zhen	不穿盔甲，裸露上身出阵交战。事本《三国演义》第五九回：“许褚性起，飞回阵中，卸下盔甲，浑身筋突，赤体提刀，来与马超决战。”后比喻不顾一切、猛打猛冲的作风。
赤县神州	chi'xian'shen'zhou	战国齐人驺衍（一作邹衍）创立“大九州”学说，谓“中国名曰赤县神州。赤县神州内自有九州，禹之序九州是也，不得为州数。中国外如赤县神州者九，乃所谓九州也。”见《史记·孟子荀卿列传》。后以借指中原或中国。
赤心报国	chi'xin'bao'guo	竭尽忠心，报效国家。
赤心奉国	chi'xin'feng'guo	见“赤心报国”。
赤子之心	chi'zi'zhi'xin	喻纯洁善良的心地。
敕始毖终	chi'shi'bi'zhong	自始至终警饬谨慎。
充栋汗牛	chong'dong'han'niu	谓书籍堆得高及栋梁，多至牛马运得出汗。形容藏书或著述之富。语出唐柳宗元《陆文通先生墓表》：“其为书，处则充栋宇，出则汗牛马。”
充栋盈车	chong'dong'ying'che	堆满屋子，装满车。形容书籍很多。
充耳不闻	chong'er'bu'wen	①塞住耳朵故意不听。形容拒绝听取别人的意见。②形容专心一致，什么声音也听不见。
充饥画饼	chong'ji'hua'bing	喻借助空想安慰自己。
充类至尽	chong'lei'zhi'jin	谓用同类事物比照类推，把道理引申到极点。
充天塞地	chong'tian'sai'di	指整个宇宙。
冲风冒雨	chong'feng'mao'yu	谓不避风雨之苦。
冲风破浪	chong'feng'po'lang	形容在水道中迅猛前进。
冲锋陷坚	chong'feng'xian'jian	又作：冲锋陷阵。
冲锋陷锐	chong'feng'xian'rui	又作：冲锋陷阵。
冲锋陷阵	chong'feng'xian'zhen	①向前冲击，攻破敌阵。形容作战勇敢。②泛指勇于进击。
冲冠发怒	chong'guan'fa'nu	见“冲冠怒发”。
冲冠怒发	chong'guan'nu'fa	形容极为愤怒。
冲冠眦裂	chong'guan'zi'lie	形容愤怒到极点。眦裂，睁裂眼眶。语本《史记·项羽本纪》：“哙即带剑拥盾入军门……瞋目视项王，头发上指，目眦尽裂。”
冲口而出	chong'kou'er'chu	谓不加思索说出口来。
冲州过府	chong'zhou'guo'fu	见“冲州撞府”。
冲州撞府	chong'zhou'zhuang'fu	指在江湖上到处漂荡，行止无定。
冲州撞府	chong'zhou'zhuang'fu	谓到处闯荡。
舂容大雅	chong'rong'da'ya	指文章气度雍容，用辞典雅。
崇本抑末	chong'ben'yi'mo	注重根本，轻视枝末。古代“本”多指农业，“末”多指工商业。
崇论吰议	chong'lun'hong'yi	见“崇论闳议”。
崇论宏议	chong'lun'hong'yi	见“崇论闳议”。
崇论闳议	chong'lun'hong'yi	亦作“崇论宏议”。亦作“崇论谹议”。亦作“崇论吰议”。原谓高论博议，后指高明宏大的议论。
崇论谹议	chong'lun'hong'yi	见“崇论闳议”。
崇山峻岭	chong'shan'jun'ling	高大陡峻的山岭。
崇雅黜浮	chong'ya'chu'fu	谓在文风上崇尚雅正，摈弃浮华。
崇墉百雉	chong'yong'bai'zhi	形容城墙高大。
蟲臂拒辙	chong'bi'ju'zhe	又作：螳臂挡车。比喻以小敌大，力量悬殊。
蟲臂鼠肝	chong'bi'shu'gan	意谓造物赋形，变化无定，人亦可以成为微不足道的虫臂鼠肝。只有随缘而化，才能所遇皆适。语本《庄子·大宗师》：“以汝为鼠肝乎？以汝为蟲臂乎？”成玄英疏：“叹彼大造，弘普无私，偶尔为人，忽然返化。不知方外適往何道，变作何物。将汝五藏为鼠之肝，或化四支为蟲之臂。任化而往，所遇皆適也。”
蟲鸣螽跃	chong'ming'zhong'yue	《诗·召南·草虫》：“喓喓草蟲，趯趯阜螽。”郑玄注：“草蟲鸣，阜螽跃而从之。”后因以“蟲鸣螽跃”比喻固有的自然规律。
蟲沙猿鹤	chong'sha'yuan'he	《艺文类聚》卷九十引晋葛洪《抱朴子》：“周穆王南征，一军尽化，君子为猿为鹤，小人为蟲为沙。”后因以“蟲沙猿鹤”称战死的将卒。
蟲书鸟迹	chong'shu'niao'ji	指古代的鸟虫书。借指变化莫测、难以辨认的书体。
蟲书鸟篆	chong'shu'niao'zhuan	鸟虫书。比喻无法认读的字，借指外国文字。
蟲言鸟迹	chong'yan'niao'ji	上古的语言文字。借指上古时期。
蟲叶成字	chong'ye'cheng'zi	《汉书·五行志中之下》：“昭帝时，上林苑中大柳树断仆地，一朝起立，生枝叶，有蟲食其叶，成文字，曰‘公孙病已立’。”病已，汉宣帝名。后以“蟲叶成字”指称谶纬。
宠柳娇花	chong'liu'jiao'hua	惹人宠爱的柳色、娇艳的花枝。形容春色。
宠辱不惊	chong'ru'bu'jing	受宠受辱都无动于衷。谓将得失置于度外。
宠辱若惊	chong'ru'ruo'jing	谓君王以居下为道，得之则惊喜，失之则惊恐。
抽丁拔楔	chou'ding'ba'xie	比喻解决疑难。丁，“钉”的古字。
抽黄对白	chou'huang'dui'bai	谓只求对仗工稳。
抽梁换柱	chou'liang'huan'zhu	谓改换事物的形式或内容。
抽祕骋妍	chou'mi'cheng'yan	抒发深意，施展美才。
抽胎换骨	chou'tai'huan'gu	犹脱胎换骨。
抽薪止沸	chou'xin'zhi'fei	抽去正在燃烧的柴薪以止锅水沸腾。比喻从根本上解决问题。
